moon_id,kingdom,stage,stage_display_name,area_scope,moon_name,runtime_shine_key,obj_id,uid,flags,from_node_id,state_requirement_expr,requirement_expr,world_peace_token,moon_rock_token,access_type,effort_level,effort_notes,status,legacy_requirement_notes,placement_found,placement_unit_config_names,placement_layer_config_names,placement_scenario_no_values,scenario_move_to,placement_stage_map_indices,placement_quest_no_values,placement_shine_optional_ids,placement_change_stage_ids,placement_x,placement_y,placement_z,placement_source_archives,placement_source_files,placement_count,shine_info_hint_idx,shine_info_main_scenario_no,shine_info_progress_bit_flag,shine_info_is_grand,shine_info_is_moon_rock,shine_info_available_scenarios,shine_info_object_name,shine_info_scenario_name,notes
ForestWorldHomeStage:5161:156,Wooded Kingdom,ForestWorldHomeStage,Wooded Kingdom,overworld,Invader in the Sky Garden,ForestWorldHomeStage:5161:156,5161,156,ShineFlag_Extra,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,,,,,,,,,-4350.000,6700.000,-21700.000,ShineInfo.szs,ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,1,52,-1,16,false,true,5,ジョークー,空中庭園のやっかい者,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
ForestWorldHomeStage:6371:157,Wooded Kingdom,ForestWorldHomeStage,Wooded Kingdom,overworld,Wooded Kingdom Timer Challenge 1,ForestWorldHomeStage:6371:157,6371,157,ShineFlag_None,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,,,,,,,,,1350.000,3100.000,-17750.000,ShineInfo.szs,ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,1,7,-1,28,false,false,3;4;5,帽子掛け（タイマー）,森の国で チクタク・アスレチック １,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
ForestWorldHomeStage:1667:159,Wooded Kingdom,ForestWorldHomeStage,Wooded Kingdom,overworld,Path to the Secret Flower Field,ForestWorldHomeStage:1667:159,1667,159,ShineFlag_Story,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,ShineAddHeight,I,-1,,1;2;3;4,2,None,,3630.000,11500.000,-17500.000,ForestWorldHomeStageMap.szs;ShineInfo.szs,ForestWorldHomeStageMap.byml;ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,4,74,2,30,false,false,2;3;4;5,シャイン【2m置き】_ステージスイッチ_森のワールドホーム回転的_固定コリジョン,目指せ！ ヒミツの花バタケ,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
ForestWorldHomeStage:493:160,Wooded Kingdom,ForestWorldHomeStage,Wooded Kingdom,overworld,Looking Down on the Goombas,ForestWorldHomeStage:493:160,493,160,ShineFlag_Extra,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,TreasureBox,B,,,4,,None,,-5450.000,6350.000,1300.000,ForestWorldHomeStageMap.szs;ShineInfo.szs,ForestWorldHomeStageMap.byml;ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,1,35,-1,16,false,true,5,木の実,クリボーたちを 見下ろして,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
ForestWorldHomeStage:5184:161,Wooded Kingdom,ForestWorldHomeStage,Wooded Kingdom,overworld,Above the Iron Mountain Path,ForestWorldHomeStage:5184:161,5184,161,ShineFlag_Extra,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,ShineAddByRockAddHeight,B,-1,,4,-1,None,,-2750.000,6950.000,-11800.000,ForestWorldHomeStageMap.szs;ShineInfo.szs,ForestWorldHomeStageMap.byml;ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,1,33,-1,16,false,true,5,シャイン【月の石追加版2m】,鉄の山道の上空で,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
ForestWorldHomeStage:5190:163,Wooded Kingdom,ForestWorldHomeStage,Wooded Kingdom,overworld,"Hot, Hot, Hot from the Campfire",ForestWorldHomeStage:5190:163,5190,163,ShineFlag_Extra,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,ShineAddByRock,B,-1,,4,-1,None,,-8150.000,-700.000,-12050.000,ForestWorldHomeStageMap.szs;ShineInfo.szs,ForestWorldHomeStageMap.byml;ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,1,49,-1,16,false,true,5,ステージスイッチ_焚き木,たき火の中から アッチッチ,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
ForestWorldHomeStage:6560:166,Wooded Kingdom,ForestWorldHomeStage,Wooded Kingdom,overworld,Bird Traveling the Forest,ForestWorldHomeStage:6560:166,6560,166,ShineFlag_Extra,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,BirdForest,B,,,4,,,,1250.000,7500.000,-17000.000,ForestWorldHomeStageMap.szs;ShineInfo.szs,ForestWorldHomeStageMap.byml;ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,1,37,-1,16,false,true,5,森の鳥,森の渡り鳥,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
ForestWorldHomeStage:1840:168,Wooded Kingdom,ForestWorldHomeStage,Wooded Kingdom,overworld,High Up in the Cave,ForestWorldHomeStage:1840:168,1840,168,ShineFlag_Extra,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,ShineAddByRock,B,-1,,4,-1,None,,-3750.000,950.000,-2450.000,ForestWorldHomeStageMap.szs;ShineInfo.szs,ForestWorldHomeStageMap.byml;ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,1,31,-1,16,false,true,5,シャイン【月の石追加版】,ほら穴を あおぎ見て,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
ForestWorldHomeStage:5183:169,Wooded Kingdom,ForestWorldHomeStage,Wooded Kingdom,overworld,The Nut in the Robot Storeroom,ForestWorldHomeStage:5183:169,5183,169,ShineFlag_Extra,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,TreasureBox,B,,,4,,None,,-7647.656,650.000,-6300.000,ForestWorldHomeStageMap.szs;ShineInfo.szs,ForestWorldHomeStageMap.byml;ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,1,32,-1,16,false,true,5,木の実,ロボット倉庫の木の実,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
ForestWorldHomeStage:5185:170,Wooded Kingdom,ForestWorldHomeStage,Wooded Kingdom,overworld,Taking Notes: On Top of the Wall,ForestWorldHomeStage:5185:170,5185,170,ShineFlag_Extra,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,,,,,,,,,-2300.000,5200.000,14000.000,ShineInfo.szs,ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,1,39,-1,16,false,true,5,音符オブジェ(1つ目),壁の上で 音符集め,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
ForestWorldHomeStage:5887:174,Wooded Kingdom,ForestWorldHomeStage,Wooded Kingdom,overworld,The Nut Under the Observation Deck,ForestWorldHomeStage:5887:174,5887,174,ShineFlag_Extra,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,TreasureBox,B,,,4,,None,,7100.000,13000.000,-6183.273,ForestWorldHomeStageMap.szs;ShineInfo.szs,ForestWorldHomeStageMap.byml;ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,1,36,-1,16,false,true,5,木の実,見はらし台に ついた木の実,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
ForestWorldHomeStage:6110:177,Wooded Kingdom,ForestWorldHomeStage,Wooded Kingdom,overworld,High Up on a Rock Wall,ForestWorldHomeStage:6110:177,6110,177,ShineFlag_Extra,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,TreasureBox,B,,,4,,None,,1850.000,5700.000,-12050.000,ForestWorldHomeStageMap.szs;ShineInfo.szs,ForestWorldHomeStageMap.byml;ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,1,34,-1,16,false,true,5,木の実,石の壁の真ん中に,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
ForestWorldTowerStage:220:179,Wooded Kingdom,ForestWorldTowerStage,Sky Garden Tower,subarea,Stretching Your Legs,ForestWorldTowerStage:220:179,220,179,ShineFlag_None,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,Shine,Common,-1,,0;1;10;11;12;13;14;2;3;4;5;6;7;8;9,-1,None,,0.000,6500.000,0.000,ForestWorldTowerStageMap.szs;ShineInfo.szs,ForestWorldTowerStageMap.byml;ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,15,23,-1,127,false,false,1;2;3;4;5;6;7,シャイン,もっと上まで 背のびして,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
ForestWorldTowerStage:161:180,Wooded Kingdom,ForestWorldTowerStage,Sky Garden Tower,subarea,Nut Planted in the Tower,ForestWorldTowerStage:161:180,161,180,ShineFlag_None,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,TreasureBox,Common,,,0;1;10;11;12;13;14;2;3;4;5;6;7;8;9,,None,,0.000,3950.000,500.000,ForestWorldTowerStageMap.szs;ShineInfo.szs,ForestWorldTowerStageMap.byml;ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,15,14,-1,127,false,false,1;2;3;4;5;6;7,木の実,くぼみに ついた木の実,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
ForestWorldBossStage:6:181,Wooded Kingdom,ForestWorldBossStage,Secret Flower Field,subarea,Defend the Secret Flower Field!,ForestWorldBossStage:6:181,6,181,ShineFlag_Story | ShineFlag_Multi,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,ShineGrand,Scenario3,-1,,2;3;4,0,,,0.000,225.000,-4275.000,ForestWorldBossStageMap.szs;ShineInfo.szs,ForestWorldBossStageMap.byml;ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,3,75,3,2,true,false,2,森ボス,守れ！ ヒミツの花バタケ,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
ForestWorldBossStage:488:182,Wooded Kingdom,ForestWorldBossStage,Secret Flower Field,subarea,Make the Secret Flower Field Bloom,ForestWorldBossStage:488:182,488,182,ShineFlag_None,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,,,,,,,,,3650.000,8600.000,-22500.000,ShineInfo.szs,ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,1,15,-1,28,false,false,3;4;5,森ボス地形お花畑コントロール,咲かせて ヒミツの花バタケ,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
ForestWorldWoodsStage:220:183,Wooded Kingdom,ForestWorldWoodsStage,Deep Woods,subarea,Rolling Rock in the Deep Woods,ForestWorldWoodsStage:220:183,220,183,ShineFlag_None,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,KickStone,Common,,,0;1;10;11;12;13;14;2;3;4;5;6;7;8;9,,,,3600.000,-2396.508,-3150.000,ForestWorldWoodsStageMap.szs;ShineInfo.szs,ForestWorldWoodsStageMap.byml;ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,15,30,-1,127,false,false,1;2;3;4;5;6;7,キック小石,キック！ 樹海の石コロ,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
ForestWorldWoodsStage:222:184,Wooded Kingdom,ForestWorldWoodsStage,Deep Woods,subarea,Beneath the Roots of the Moving Tree,ForestWorldWoodsStage:222:184,222,184,ShineFlag_None,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,,,,,,,,,-16000.000,-4000.000,2700.000,ShineInfo.szs,ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,1,38,-1,127,false,false,1;2;3;4;5;6;7,ここ掘れポイント,動く木の根元,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
ForestWorldWoodsStage:186:185,Wooded Kingdom,ForestWorldWoodsStage,Deep Woods,subarea,By the Babbling Brook in Deep Woods,ForestWorldWoodsStage:186:185,186,185,ShineFlag_None,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,,,,,,,,,-16000.000,-4000.000,2700.000,ShineInfo.szs,ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,1,63,-1,127,false,false,1;2;3;4;5;6;7,ここ掘れポイント,樹海の せせらぎ,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
ForestWorldWoodsStage:206:186,Wooded Kingdom,ForestWorldWoodsStage,Deep Woods,subarea,The Hard Rock in Deep Woods,ForestWorldWoodsStage:206:186,206,186,ShineFlag_None,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,,,,,,,,,-16000.000,-4000.000,2700.000,ShineInfo.szs,ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,1,67,-1,127,false,false,1;2;3;4;5;6;7,ここ掘れポイント,樹海の かたい岩,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
ForestWorldWoodsCostumeStage:14:187,Wooded Kingdom,ForestWorldWoodsCostumeStage,Costume Room,subarea,Exploring for Treasure,ForestWorldWoodsCostumeStage:14:187,14,187,ShineFlag_None,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,TreasureBox,Common,,,0;1;10;11;12;13;14;2;3;4;5;6;7;8;9,,CostumeShine,,-0.000,100.000,-0.000,ForestWorldWoodsCostumeStageMap.szs;ShineInfo.szs,ForestWorldWoodsCostumeStageMap.byml;ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,15,55,-1,127,false,false,1;2;3;4;5;6;7,宝箱,探検家の見つけた宝箱,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
ForestWorldWoodsTreasureStage:8:188,Wooded Kingdom,ForestWorldWoodsTreasureStage,Deep Woods Treasure Vault,subarea,Deep Woods Treasure Trap,ForestWorldWoodsTreasureStage:8:188,8,188,ShineFlag_None,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,,,,,,,,,-16000.000,-4000.000,2700.000,ShineInfo.szs,ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,1,47,-1,127,false,false,1;2;3;4;5;6;7,順序宝箱,樹海にひそむ 宝箱のワナ,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
ShootingElevatorExStage:160:189,Wooded Kingdom,ShootingElevatorExStage,Crowded Elevator,subarea,Elevator Blind Spot,ShootingElevatorExStage:160:189,160,189,ShineFlag_None,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,,,,,,,,,6794.180,11210.000,-4884.010,ShineInfo.szs,ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,1,60,-1,31,false,false,1;2;3;4;5,マーチングキューブブロックパーツ,砲撃の死角,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
ShootingElevatorExStage:105:190,Wooded Kingdom,ShootingElevatorExStage,Crowded Elevator,subarea,Elevator Escalation,ShootingElevatorExStage:105:190,105,190,ShineFlag_None,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,Shine,Common,-1,,0;1;10;11;12;13;14;2;3;4;5;6;7;8;9,-1,None,,50.000,850.000,-12000.000,ShootingElevatorExStageMap.szs;ShineInfo.szs,ShootingElevatorExStageMap.byml;ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,15,19,-1,31,false,false,1;2;3;4;5,シャイン,砲撃の末に,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
RailCollisionExStage:171:191,Wooded Kingdom,RailCollisionExStage,Flower Road,subarea,Flower Road Run,RailCollisionExStage:171:191,171,191,ShineFlag_None,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,Shine,Scenario1,-1,,0,-1,None,,10700.000,3150.000,-19250.000,RailCollisionExStageMap.szs;ShineInfo.szs,RailCollisionExStageMap.byml;ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,1,18,-1,31,false,false,1;2;3;4;5,シャイン,走れ！ フラワーロード,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
RailCollisionExStage:216:192,Wooded Kingdom,RailCollisionExStage,Flower Road,subarea,Flower Road Reach,RailCollisionExStage:216:192,216,192,ShineFlag_None,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,Shine,Scenario1,-1,,0,-1,None,,-600.000,1850.000,-7550.000,RailCollisionExStageMap.szs;ShineInfo.szs,RailCollisionExStageMap.byml;ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,1,59,-1,31,false,false,1;2;3;4;5,シャイン,フラワーロードの高台に,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
FogMountainExStage:92:193,Wooded Kingdom,FogMountainExStage,Shards in the Fog,subarea,Wandering in the Fog,FogMountainExStage:92:193,92,193,ShineFlag_None,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,,,,,,,,,-10600.000,4550.000,-7700.000,ShineInfo.szs,ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,1,17,-1,30,false,false,2;3;4;5,シャインチップ全取得監視者,さまよって 霧の中,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
FogMountainExStage:249:194,Wooded Kingdom,FogMountainExStage,Shards in the Fog,subarea,Nut Hidden in the Fog,FogMountainExStage:249:194,249,194,ShineFlag_None,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,TreasureBox,Common,,,0;1;10;11;12;13;14;2;3;4;5;6;7;8;9,,None,,-2650.000,-200.000,-2400.000,FogMountainExStageMap.szs;ShineInfo.szs,FogMountainExStageMap.byml;ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,15,57,-1,30,false,false,2;3;4;5,木の実,霧の中に かくれた木の実,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
ForestWorldBonusStage:91:195,Wooded Kingdom,ForestWorldBonusStage,Spinning-Platforms Treasure Vault,subarea,Spinning-Platforms Treasure,ForestWorldBonusStage:91:195,91,195,ShineFlag_None,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,TreasureBox,Common,,,0;1;10;11;12;13;14;2;3;4;5;6;7;8;9,,None,,0.000,75.898,-350.000,ForestWorldBonusStageMap.szs;ShineInfo.szs,ForestWorldBonusStageMap.byml;ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,15,62,-1,126,false,false,2;3;4;5;6;7,木の実,ぐるぐる足場の宝部屋,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
ForestWorldWaterExStage:52:196,Wooded Kingdom,ForestWorldWaterExStage,Flooding Pipeway,subarea,Flooding Pipeway,ForestWorldWaterExStage:52:196,52,196,ShineFlag_None,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,ShineAddHeight,Common,-1,,0;1;10;11;12;13;14;2;3;4;5;6;7;8;9,-1,None,,-300.000,1430.000,-1300.000,ForestWorldWaterExStageMap.szs;ShineInfo.szs,ForestWorldWaterExStageMap.byml;ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,15,16,-1,127,false,false,1;2;3;4;5;6;7,シャイン【2m置き】,泳げ！ 上下水道,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
ForestWorldWaterExStage:138:197,Wooded Kingdom,ForestWorldWaterExStage,Flooding Pipeway,subarea,Flooding Pipeway Ceiling Secret,ForestWorldWaterExStage:138:197,138,197,ShineFlag_None,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,ShineAddHeight,Common,-1,,0;1;10;11;12;13;14;2;3;4;5;6;7;8;9,-1,None,,-300.000,2300.000,750.000,ForestWorldWaterExStageMap.szs;ShineInfo.szs,ForestWorldWaterExStageMap.byml;ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,15,56,-1,127,false,false,1;2;3;4;5;6;7,シャイン【2m置き】,上下水道の天井うら,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
ForestWorldCloudBonusExStage:11:198,Wooded Kingdom,ForestWorldCloudBonusExStage,Walking on Clouds,subarea,Walking on Clouds,ForestWorldCloudBonusExStage:11:198,11,198,ShineFlag_None,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,Shine,Common,-1,,0;1;10;11;12;13;14;2;3;4;5;6;7;8;9,-1,None,,-650.000,2500.000,-11500.000,ForestWorldCloudBonusExStageMap.szs;ShineInfo.szs,ForestWorldCloudBonusExStageMap.byml;ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,15,20,-1,28,false,false,3;4;5,シャイン,雲の上で 散歩,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
ForestWorldCloudBonusExStage:1556:199,Wooded Kingdom,ForestWorldCloudBonusExStage,Walking on Clouds,subarea,Above the Clouds,ForestWorldCloudBonusExStage:1556:199,1556,199,ShineFlag_None,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,Shine,Common,-1,,0;1;10;11;12;13;14;2;3;4;5;6;7;8;9,-1,None,,-1250.000,4300.000,-9050.000,ForestWorldCloudBonusExStageMap.szs;ShineInfo.szs,ForestWorldCloudBonusExStageMap.byml;ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,15,61,-1,28,false,false,3;4;5,シャイン,背のびして 雲の上,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
AnimalChaseExStage:552:200,Wooded Kingdom,AnimalChaseExStage,Herding Sheep,subarea,Herding Sheep Above the Forest Fog,AnimalChaseExStage:552:200,552,200,ShineFlag_Extra,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,,,,,,,,,-6650.000,2900.000,-50.000,ShineInfo.szs,ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,1,45,-1,16,false,true,5,コレクトアニマル監視者,森で ヒツジ追い,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
AnimalChaseExStage:1383:201,Wooded Kingdom,AnimalChaseExStage,Herding Sheep,subarea,Herding Sheep on the Iron Bridge,AnimalChaseExStage:1383:201,1383,201,ShineFlag_Extra,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,,,,,,,,,-6650.000,2900.000,-50.000,ShineInfo.szs,ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,1,65,-1,16,false,true,5,コレクトアニマル監視者,鉄橋で ヒツジ追い,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
PackunPoisonExStage:112:202,Wooded Kingdom,PackunPoisonExStage,Invisible Road,subarea,Invisible Road: Danger!,PackunPoisonExStage:112:202,112,202,ShineFlag_Extra,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,ShineAddHeight,Scenario1,-1,,0,-1,None,,2750.000,800.000,2300.000,PackunPoisonExStageMap.szs;ShineInfo.szs,PackunPoisonExStageMap.byml;ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,1,46,-1,16,false,true,5,シャイン【2m置き】,危険！ とうめいロード,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
PackunPoisonExStage:328:203,Wooded Kingdom,PackunPoisonExStage,Invisible Road,subarea,Invisible Road: Hidden Room,PackunPoisonExStage:328:203,328,203,ShineFlag_Extra,,,,WorldPeace_Wooded,MoonRockActive_Wooded,primary,unrated,,todo,,true,TreasureBox,Scenario1,,,0,,None,,6650.000,600.000,-4100.000,PackunPoisonExStageMap.szs;ShineInfo.szs,PackunPoisonExStageMap.byml;ShineList_ForestWorldHomeStage.byml;ShinePosList.byml,1,66,-1,16,false,true,5,宝箱,とうめいロードの かくし部屋,ShineInfo ProgressBitFlag is authoritative moon scenario availability. StageMap indices are zero-based placement evidence; ShinePosList keys are positional only. Use requirement_expr for local ability/capture needs.
